-BEGIN HEADER-,,,,,,,,,,,
NASA/POWER CERES/MERRA2 Native Resolution Hourly Data ,,,,,,,,,,,
Dates (month/day/year): 01/01/2021 through 12/31/2021 ,,,,,,,,,,,
Location: Latitude  18.4524   Longitude 46.8871 ,,,,,,,,,,,
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 667.74 meters,,,,,,,,,,,
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 ,,,,,,,,,,,
Parameter(s): ,,,,,,,,,,,
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (Wh/m^2) ,,,,,,,,,,,
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) ,,,,,,,,,,,
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (dimensionless) ,,,,,,,,,,,
T2M                     MERRA-2 Temperature at 2 Meters (C) ,,,,,,,,,,,
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) ,,,,,,,,,,,
PS                      MERRA-2 Surface Pressure (kPa) ,,,,,,,,,,,
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) ,,,,,,,,,,,
WD10M                   MERRA-2 Wind Direction at 10 Meters (Degrees) ,,,,,,,,,,,
-END HEADER-,,,,,,,,,,,
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_KT,ALLSKY_SFC_UV_INDEX,T2M,QV2M,PS,WS10M,WD10M
2021,1,1,0,0,-999,0,10.63,2.14,93.97,2.33,121.29
2021,1,1,1,0,-999,0,10.07,2.2,93.93,2.27,141.43
2021,1,1,2,0,-999,0,9.15,2.2,93.91,2.35,165.36
2021,1,1,3,0,-999,0,7.83,2.2,93.92,2.61,191.58
2021,1,1,4,0,-999,0,6.39,2.2,93.96,3.03,212.91
2021,1,1,5,0,-999,0,5.46,2.14,94.03,3.35,225.66
2021,1,1,6,16.44,0.42,0.02,5.2,2.14,94.1,3.4,231.16
2021,1,1,7,197.65,0.64,0.25,8.48,2.08,94.16,3.4,231.71
2021,1,1,8,438.9,0.76,1.55,11.5,2.08,94.2,3.96,229.08
2021,1,1,9,647.46,0.8,3.67,14.74,2.14,94.19,3.2,209.57
2021,1,1,10,790.52,0.82,5.85,18.14,2.2,94.13,3.14,179.29
2021,1,1,11,862.68,0.83,7.08,20.62,2.14,94.02,3,168.72
2021,1,1,12,860.83,0.83,7.02,21.87,2.14,93.9,2.83,170.46
2021,1,1,13,779.64,0.82,5.6,22.69,2.01,93.79,2.74,172.31
2021,1,1,14,629.22,0.8,3.45,23.03,1.95,93.72,2.58,171.31
2021,1,1,15,417.58,0.74,1.4,22.71,1.89,93.69,2.29,164.54
2021,1,1,16,169.67,0.6,-999,20.3,1.83,93.69,1.49,140.31
2021,1,1,17,2.55,0.09,-999,17.99,1.83,93.7,1.77,110.44
2021,1,1,18,0,-999,-999,16.37,1.83,93.73,2.18,94.11
2021,1,1,19,0,-999,-999,14.96,1.83,93.75,2.51,87.86
2021,1,1,20,0,-999,-999,13.81,1.89,93.75,2.69,89
2021,1,1,21,0,-999,0,12.96,1.89,93.75,2.69,94.5
2021,1,1,22,0,-999,0,12.42,1.89,93.72,2.5,104.08
2021,1,1,23,0,-999,0,11.95,1.95,93.7,2.26,122.15
2021,1,2,0,0,-999,0,11.04,1.95,93.68,2.23,149.76
2021,1,2,1,0,-999,0,9.62,1.89,93.66,2.52,175.55
2021,1,2,2,0,-999,0,8.26,1.89,93.65,2.81,195.46
2021,1,2,3,0,-999,0,7.33,1.89,93.67,3,212.45
2021,1,2,4,0,-999,0,6.81,1.83,93.71,3.07,227.06
2021,1,2,5,0,-999,0,6.64,1.77,93.77,3.05,238.96
2021,1,2,6,15.55,0.41,0.02,6.84,1.77,93.83,2.95,247.72
2021,1,2,7,187.35,0.61,0.25,9.66,1.77,93.89,2.53,253.69
2021,1,2,8,419.88,0.72,1.52,13.78,1.77,93.94,3.17,256.75
2021,1,2,9,625.32,0.77,3.62,16.85,1.77,93.93,2.34,249.26
2021,1,2,10,768.86,0.8,5.8,20.59,1.83,93.87,1.78,198.67
2021,1,2,11,834.77,0.8,7.02,22.76,1.77,93.77,1.41,192.49
2021,1,2,12,782.66,0.75,-999,24.01,1.71,93.67,0.68,199.48
2021,1,2,13,752.8,0.79,5.52,24.97,1.71,93.61,0.4,54.46
2021,1,2,14,586.3,0.74,-999,25.3,1.65,93.58,1.4,52.49
2021,1,2,15,400,0.71,-999,24.8,1.65,93.59,2.16,59.53
2021,1,2,16,172.42,0.6,-999,21.1,1.59,93.64,2.35,70.78
2021,1,2,17,2.59,0.09,-999,16.96,1.59,93.7,3.42,76.25
2021,1,2,18,0,-999,-999,15.34,1.59,93.79,3.94,76.35
2021,1,2,19,0,-999,-999,14.35,1.59,93.86,4.17,74.01
2021,1,2,20,0,-999,-999,13.43,1.65,93.91,4.22,70.89
2021,1,2,21,0,-999,-999,12.5,1.65,93.93,4.17,67.28
2021,1,2,22,0,-999,0,11.55,1.65,93.93,4.04,62.1
2021,1,2,23,0,-999,-999,10.61,1.71,93.91,3.86,54.89
2021,1,3,0,0,-999,0,9.74,1.71,93.89,3.64,45.61
2021,1,3,1,0,-999,0,9.01,1.71,93.88,3.46,37.57
2021,1,3,2,0,-999,0,8.4,1.77,93.88,3.3,33.92
2021,1,3,3,0,-999,0,7.94,1.83,93.92,3.11,34.89
2021,1,3,4,0,-999,0,7.59,1.89,93.99,2.87,39.37
2021,1,3,5,0,-999,0,7.35,2.08,94.07,2.61,46.57
2021,1,3,6,13.73,0.37,0,7.33,2.26,94.18,2.32,54.33
2021,1,3,7,165.54,0.55,0.23,9.52,2.44,94.28,2.15,60.07
2021,1,3,8,390.95,0.67,1.38,11.46,2.69,94.36,1.94,62.92
2021,1,3,9,594.46,0.73,3.27,14.94,4.82,94.39,4.44,70.71
2021,1,3,10,735.34,0.77,5.23,17.48,5.68,94.35,5.15,69.78
2021,1,3,11,814.08,0.78,6.45,19.15,5.68,94.27,4.65,64.55
2021,1,3,12,811,0.78,6.38,20.33,5.62,94.17,4.22,58.69
2021,1,3,13,716.27,0.75,-999,20.97,5.62,94.09,3.97,55.34
2021,1,3,14,588.52,0.74,-999,21.09,5.62,94.05,3.93,54.89
2021,1,3,15,359.69,0.63,1.2,20.64,5.62,94.05,4.04,57.08
2021,1,3,16,142.85,0.49,0.17,18.81,5.62,94.07,2.98,61.02
2021,1,3,17,2.62,0.09,-999,15.65,5.55,94.11,3.22,65.36
2021,1,3,18,0,-999,-999,14.61,5.37,94.16,3.56,68.22
2021,1,3,19,0,-999,-999,13.8,5,94.21,3.75,70.51
2021,1,3,20,0,-999,-999,12.98,4.58,94.24,3.8,72.53
2021,1,3,21,0,-999,-999,12.15,4.27,94.24,3.71,73.62
2021,1,3,22,0,-999,0,11.28,4.03,94.21,3.48,72.91
2021,1,3,23,0,-999,0,10.44,3.91,94.18,3.18,69.61
2021,1,4,0,0,-999,0,9.78,3.78,94.16,2.84,64.63
2021,1,4,1,0,-999,0,9.37,3.72,94.12,2.55,61.08
2021,1,4,2,0,-999,0,9.13,3.66,94.09,2.34,63.18
2021,1,4,3,0,-999,0,8.96,3.66,94.09,2.17,72.81
2021,1,4,4,0,-999,0,8.83,3.66,94.11,1.98,89.55
2021,1,4,5,0,-999,0,8.59,3.66,94.17,1.88,114.01
2021,1,4,6,13.29,0.36,0,8.15,3.66,94.23,1.98,141.91
2021,1,4,7,151.65,0.5,0.23,9.97,3.72,94.3,2.39,168.1
2021,1,4,8,367.78,0.63,1.33,12.11,3.85,94.35,2.99,186.46
2021,1,4,9,578.05,0.72,3.23,15.93,3.78,94.35,2.88,155.17
2021,1,4,10,732.91,0.76,5.3,18.83,3.78,94.31,2.98,136.49
2021,1,4,11,805.18,0.77,6.5,20.25,3.85,94.21,2.5,136.64
2021,1,4,12,785.66,0.75,-999,21.26,3.78,94.11,2.26,138.37
2021,1,4,13,729.3,0.76,5.2,21.92,3.72,94,2.27,139.06
2021,1,4,14,579.38,0.73,3.17,22.15,3.6,93.93,2.48,136.02
2021,1,4,15,369.95,0.65,1.27,21.81,3.54,93.89,2.82,130.27
2021,1,4,16,150.46,0.52,0.2,19.55,3.48,93.89,2.28,120.69
2021,1,4,17,11.48,0.36,0,16.01,3.42,93.91,3.05,110.52
2021,1,4,18,0,-999,0,14.72,3.36,93.96,3.55,103.73
2021,1,4,19,0,-999,0,13.9,3.36,93.99,3.85,99.46
2021,1,4,20,0,-999,0,13.12,3.42,94.02,3.95,97.62
2021,1,4,21,0,-999,0,12.28,3.48,94.03,3.84,97.72
2021,1,4,22,0,-999,0,11.39,3.6,94.02,3.53,100.19
2021,1,4,23,0,-999,0,10.67,3.72,94.01,3.03,106.61
2021,1,5,0,0,-999,0,10.33,3.78,94,2.52,118.47
2021,1,5,1,0,-999,0,10.02,3.85,93.99,2.3,133.07
2021,1,5,2,0,-999,0,9.51,3.85,93.96,2.33,145.67
2021,1,5,3,0,-999,0,8.95,3.91,93.96,2.45,155.56
2021,1,5,4,0,-999,0,8.45,3.91,93.98,2.61,163.84
2021,1,5,5,0,-999,0,8.03,3.97,94.01,2.78,171.09
2021,1,5,6,12.6,0.34,0,7.9,3.97,94.05,2.89,177.68
2021,1,5,7,148.75,0.49,0.23,10.69,4.03,94.11,3.39,184.76
2021,1,5,8,362.53,0.62,1.3,13.11,4.03,94.15,3.72,191.03
2021,1,5,9,568.39,0.7,3.17,16.46,4.15,94.15,4.1,174.97
2021,1,5,10,715.42,0.74,5.15,19.79,4.21,94.09,4.79,165.44
2021,1,5,11,787.95,0.75,-999,21.98,4.21,94,4.24,173.65
2021,1,5,12,818.61,0.78,7.08,23.7,4.09,93.89,3.43,186.15
2021,1,5,13,738.8,0.77,5.65,24.77,3.97,93.78,2.52,197.31
2021,1,5,14,593.83,0.74,-999,25.11,3.91,93.72,1.59,204.68
2021,1,5,15,386.27,0.67,1.42,24.8,3.91,93.7,0.59,200.11
2021,1,5,16,161.58,0.55,0.23,23.12,3.91,93.73,0.79,57.09
2021,1,5,17,12.21,0.37,0,19.83,3.91,93.76,2.13,55.78
2021,1,5,18,0,-999,0,17.39,3.91,93.8,3.12,61.25
2021,1,5,19,0,-999,0,16.18,3.91,93.84,3.72,66.99
2021,1,5,20,0,-999,0,15.39,3.91,93.85,3.96,72.67
2021,1,5,21,0,-999,0,14.6,3.91,93.85,4.02,78.56
2021,1,5,22,0,-999,0,13.77,3.91,93.82,3.92,85.54
2021,1,5,23,0,-999,0,12.95,3.91,93.8,3.7,93.88
2021,1,6,0,0,-999,0,12.21,3.91,93.8,3.44,104.07
2021,1,6,1,0,-999,0,11.58,3.91,93.79,3.23,116.26
2021,1,6,2,0,-999,0,11.05,3.91,93.79,3.07,130.05
2021,1,6,3,0,-999,0,10.59,3.91,93.8,2.95,144.16
2021,1,6,4,0,-999,0,10.21,3.91,93.83,2.84,158.87
2021,1,6,5,0,-999,0,9.87,3.91,93.88,2.74,175.43
2021,1,6,6,12.77,0.36,0,9.78,3.91,93.95,2.68,195.21
2021,1,6,7,158.75,0.52,0.23,12.38,3.91,94.02,3.44,216.4
2021,1,6,8,381.19,0.66,1.45,14.71,3.85,94.07,3.47,234.45
2021,1,6,9,588.95,0.73,3.48,18.1,3.91,94.08,2.55,231.23
2021,1,6,10,734.29,0.76,5.67,21.94,3.97,94.04,1.56,195.98
2021,1,6,11,800.16,0.77,6.83,24.52,4.39,93.95,0.54,170.81
2021,1,6,12,801.16,0.77,6.83,25.57,4.76,93.85,0.07,83.66
2021,1,6,13,724.69,0.75,5.45,26.14,5,93.76,0.28,7.91
2021,1,6,14,579.03,0.72,3.35,26.29,5.07,93.71,0.57,10.23
2021,1,6,15,373.88,0.65,1.38,25.96,5.13,93.7,0.96,23.63
2021,1,6,16,154.39,0.52,0.23,24.15,5.19,93.73,1.29,44.51
2021,1,6,17,12.48,0.36,0,21,5.19,93.77,2.3,58.3
2021,1,6,18,0,-999,0,19.11,5.13,93.83,3.05,64.81
2021,1,6,19,0,-999,0,18.03,5,93.89,3.54,69.84
2021,1,6,20,0,-999,0,17.21,4.88,93.92,3.78,74.41
2021,1,6,21,0,-999,0,16.45,4.76,93.93,3.85,78.9
2021,1,6,22,0,-999,0,15.65,4.7,93.9,3.77,83.21
2021,1,6,23,0,-999,0,14.82,4.64,93.87,3.58,88.12
2021,1,7,0,0,-999,0,14.02,4.58,93.86,3.36,95.07
2021,1,7,1,0,-999,0,13.33,4.52,93.84,3.14,105
2021,1,7,2,0,-999,0,12.72,4.46,93.83,2.91,118.56
2021,1,7,3,0,-999,0,12.18,4.39,93.86,2.72,136.16
2021,1,7,4,0,-999,0,11.67,4.33,93.91,2.64,157.16
2021,1,7,5,0,-999,0,11.16,4.27,94,2.62,181.2
2021,1,7,6,12.46,0.35,0,10.95,4.27,94.08,2.65,204.53
2021,1,7,7,154.77,0.52,0.23,13.44,4.33,94.15,3.49,224.18
2021,1,7,8,374.18,0.65,1.38,15.77,4.33,94.2,3.25,239.06
2021,1,7,9,581.03,0.72,3.33,19.12,4.03,94.21,1.72,212.17
2021,1,7,10,727.57,0.75,5.45,22.87,4.03,94.17,1.66,105.28
2021,1,7,11,798.84,0.76,6.7,24.55,4.33,94.1,1.92,61.04
2021,1,7,12,799.32,0.76,6.7,25.43,4.52,94.03,2.21,39.55
2021,1,7,13,724.16,0.75,5.35,25.86,4.64,93.96,2.41,30.14
2021,1,7,14,599.41,0.74,-999,25.84,4.7,93.92,2.63,25.65
2021,1,7,15,413.93,0.71,-999,25.37,4.7,93.92,2.89,28.57
2021,1,7,16,155.37,0.52,0.23,23.34,4.7,93.96,2.34,40.12
2021,1,7,17,2.82,0.08,-999,19.66,4.7,94.01,3.19,52.77
2021,1,7,18,0,-999,-999,18.46,4.64,94.06,3.71,58.42
2021,1,7,19,0,-999,-999,17.69,4.58,94.12,4.14,59.91
2021,1,7,20,0,-999,-999,16.88,4.58,94.16,4.55,58.19
2021,1,7,21,0,-999,0,16.05,4.52,94.18,4.95,54.7
2021,1,7,22,0,-999,-999,15.24,4.39,94.15,5.32,50.78
2021,1,7,23,0,-999,-999,14.47,4.27,94.14,5.47,46.97
2021,1,8,0,0,-999,0,13.68,4.09,94.13,5.37,44.41
2021,1,8,1,0,-999,0,12.9,3.97,94.14,5.09,43.2
2021,1,8,2,0,-999,0,12.16,3.91,94.15,4.66,43.37
2021,1,8,3,0,-999,0,11.56,3.91,94.18,4.33,44.78
2021,1,8,4,0,-999,0,11.03,3.97,94.24,4.04,46.33
2021,1,8,5,0,-999,0,10.57,4.03,94.33,3.84,46.9
2021,1,8,6,2.73,0.08,-999,10.28,4.09,94.42,3.6,44.47
2021,1,8,7,183.32,0.61,-999,12.11,4.15,94.52,4.96,41.1
2021,1,8,8,411.66,0.71,-999,14.48,4.15,94.6,5.2,40.92
2021,1,8,9,598.26,0.74,-999,17.46,4.09,94.62,6.91,49.22
2021,1,8,10,723.81,0.75,-999,19.23,4.03,94.56,7.03,54.23
2021,1,8,11,792.05,0.75,-999,20.38,3.97,94.47,6.37,55.24
2021,1,8,12,792.04,0.75,6.17,21.11,3.97,94.36,5.67,52.89
2021,1,8,13,703.01,0.73,4.83,21.45,3.97,94.27,5.16,47.88
2021,1,8,14,547.07,0.67,2.88,21.38,4.03,94.23,4.88,42.21
2021,1,8,15,337.74,0.58,1.15,20.83,4.03,94.23,4.85,38.72
2021,1,8,16,137.59,0.45,0.2,19.4,4.03,94.29,4.02,36.87
2021,1,8,17,2.91,0.08,-999,16.21,4.09,94.35,3.4,36.13
2021,1,8,18,0,-999,-999,15.14,4.21,94.42,3.83,37.45
2021,1,8,19,0,-999,-999,14.37,4.33,94.48,4,39.53
2021,1,8,20,0,-999,-999,13.57,4.39,94.52,3.93,42.1
2021,1,8,21,0,-999,0,12.8,4.46,94.51,3.76,44.07
2021,1,8,22,0,-999,0,12.09,4.52,94.47,3.61,44.21
2021,1,8,23,0,-999,0,11.44,4.52,94.43,3.47,42.72
2021,1,9,0,0,-999,0,10.83,4.52,94.4,3.37,41.42
2021,1,9,1,0,-999,0,10.26,4.52,94.37,3.27,41.03
2021,1,9,2,0,-999,0,9.68,4.52,94.36,3.16,41.8
2021,1,9,3,0,-999,0,9.12,4.52,94.39,3.05,42.61
2021,1,9,4,0,-999,0,8.56,4.46,94.44,2.91,43.15
2021,1,9,5,0,-999,0,8.04,4.39,94.53,2.75,42.47
2021,1,9,6,11.56,0.34,0,7.79,4.33,94.61,2.49,40.68
2021,1,9,7,139.43,0.47,0.2,9.78,4.27,94.69,2.93,37.42
2021,1,9,8,343.7,0.59,1.25,12.23,4.09,94.75,3.12,45.1
2021,1,9,9,550.2,0.68,3.08,15.86,3.66,94.76,5.34,58.33
2021,1,9,10,701.36,0.73,5.1,17.58,3.66,94.72,4.76,53.75
2021,1,9,11,784.45,0.74,6.5,18.75,3.72,94.63,4.09,42.91
2021,1,9,12,787.58,0.75,6.6,19.5,3.78,94.53,3.74,30.64
2021,1,9,13,711.57,0.73,5.33,19.89,3.78,94.44,3.65,21.23
2021,1,9,14,572.08,0.7,3.3,19.89,3.78,94.39,3.68,16.13
2021,1,9,15,368.88,0.62,1.4,19.43,3.78,94.39,3.69,15.33
2021,1,9,16,155.11,0.5,0.25,18.14,3.78,94.42,3.01,18.9
2021,1,9,17,13.89,0.35,0,14.89,3.72,94.45,2.82,28.84
2021,1,9,18,0,-999,0,13.75,3.66,94.52,3.22,34.92
2021,1,9,19,0,-999,0,13.03,3.6,94.56,3.51,38.22
2021,1,9,20,0,-999,0,12.33,3.54,94.59,3.67,39.38
2021,1,9,21,0,-999,0,11.56,3.42,94.6,3.6,38.49
2021,1,9,22,0,-999,0,10.8,3.3,94.59,3.42,37.39
2021,1,9,23,0,-999,0,10.06,3.17,94.56,3.21,37.79
2021,1,10,0,0,-999,0,9.36,2.99,94.54,3.03,38.08
2021,1,10,1,0,-999,0,8.69,2.87,94.53,2.84,37.41
2021,1,10,2,0,-999,0,8.07,2.69,94.51,2.63,34.82
2021,1,10,3,0,-999,0,7.54,2.56,94.53,2.42,29.79
2021,1,10,4,0,-999,0,7.12,2.44,94.56,2.26,24.53
2021,1,10,5,0,-999,0,6.83,2.32,94.62,2.11,17.49
2021,1,10,6,12.48,0.37,0,6.73,2.26,94.7,1.96,7.78
2021,1,10,7,149.52,0.5,0.2,8.88,2.2,94.77,2.11,355.32
2021,1,10,8,367.51,0.63,1.25,11.07,2.14,94.84,2.23,347.86
2021,1,10,9,580.42,0.72,3.05,14.94,1.89,94.85,3.32,24.58
2021,1,10,10,737.39,0.76,5.02,17.05,1.83,94.78,3.95,19.91
2021,1,10,11,856.71,0.81,6.95,18.23,1.89,94.66,4.12,9.94
2021,1,10,12,860.75,0.81,6.98,19.05,1.95,94.56,4.43,4.04
2021,1,10,13,731.8,0.75,-999,19.47,1.95,94.48,4.72,1.99
2021,1,10,14,606.38,0.74,-999,19.43,1.89,94.42,4.85,3.69
2021,1,10,15,422.75,0.72,-999,18.83,1.77,94.42,4.83,7.62
2021,1,10,16,194.82,0.62,-999,16.95,1.77,94.45,3.61,13.92
2021,1,10,17,3.09,0.08,-999,12.83,1.77,94.49,3.41,23.34
2021,1,10,18,0,-999,-999,11.42,1.83,94.55,3.61,28.84
2021,1,10,19,0,-999,-999,10.48,1.95,94.6,3.63,32.15
2021,1,10,20,0,-999,-999,9.63,2.14,94.63,3.63,33.31
2021,1,10,21,0,-999,-999,8.89,2.26,94.65,3.6,33.59
2021,1,10,22,0,-999,0,8.19,2.32,94.63,3.5,36.28
2021,1,10,23,0,-999,0,7.55,2.38,94.59,3.38,37.96
2021,1,11,0,0,-999,0,6.96,2.38,94.55,3.29,38.53
2021,1,11,1,0,-999,0,6.4,2.44,94.52,3.19,39.03
2021,1,11,2,0,-999,0,5.93,2.5,94.51,3.03,39.03
2021,1,11,3,0,-999,0,5.62,2.56,94.53,2.76,41.55
2021,1,11,4,0,-999,0,5.59,2.62,94.58,2.37,49.15
2021,1,11,5,0,-999,0,5.69,2.69,94.65,1.95,59.94
2021,1,11,6,14.34,0.43,0,5.82,2.75,94.74,1.57,69.94
2021,1,11,7,188.26,0.63,0.23,7.58,2.81,94.82,1.25,84.97
2021,1,11,8,428.66,0.74,1.5,9.58,2.87,94.87,1.03,106.36
2021,1,11,9,643.48,0.8,3.62,13.4,3.36,94.88,2.29,91.17
2021,1,11,10,796.98,0.82,5.85,16.2,3.78,94.83,3.65,83.74
2021,1,11,11,857.62,0.81,6.83,17.44,3.78,94.74,3.45,79.56
2021,1,11,12,799.27,0.75,-999,18.32,3.78,94.61,3.29,78.34
2021,1,11,13,786.79,0.8,5.62,18.87,3.72,94.51,3.1,79.85
2021,1,11,14,608.67,0.74,-999,19.03,3.72,94.46,2.92,77.64
2021,1,11,15,425.64,0.72,-999,18.73,3.78,94.45,2.79,70.04
2021,1,11,16,197.82,0.62,-999,17.26,3.85,94.48,2.21,61.99
2021,1,11,17,3.2,0.07,-999,13.99,3.97,94.52,2.35,57.47
2021,1,11,18,0,-999,-999,12.68,4.03,94.57,2.68,57
2021,1,11,19,0,-999,-999,11.73,4.15,94.61,2.92,58.9
2021,1,11,20,0,-999,-999,10.93,4.27,94.64,3.07,60.04
2021,1,11,21,0,-999,-999,10.17,4.39,94.65,3.19,59.85
2021,1,11,22,0,-999,0,9.48,4.52,94.63,3.31,59.38
2021,1,11,23,0,-999,0,8.83,4.58,94.59,3.41,59.91
2021,1,12,0,0,-999,0,8.26,4.58,94.56,3.46,61.81
2021,1,12,1,0,-999,0,7.67,4.58,94.53,3.42,64.43
2021,1,12,2,0,-999,0,7.05,4.46,94.53,3.3,66.84
2021,1,12,3,0,-999,0,6.41,4.33,94.56,3.11,69.56
2021,1,12,4,0,-999,0,5.82,4.21,94.61,2.89,73.82
2021,1,12,5,0,-999,0,5.31,4.09,94.68,2.63,80.43
2021,1,12,6,12.88,0.39,0,5.17,3.97,94.75,2.31,90.77
2021,1,12,7,178.56,0.6,0.2,7.64,3.91,94.81,2.29,107.26
2021,1,12,8,411.69,0.71,1.42,9.81,3.85,94.85,1.88,130.29
2021,1,12,9,622.84,0.77,3.48,13.98,3.66,94.84,2.27,125.06
2021,1,12,10,776.8,0.8,5.67,16.37,3.54,94.77,2.29,118.14
2021,1,12,11,869.87,0.82,7.17,17.58,3.36,94.67,1.93,114.39
2021,1,12,12,801.46,0.76,-999,18.54,3.17,94.55,1.65,113.66
2021,1,12,13,736.85,0.75,-999,19.15,2.99,94.45,1.48,119.67
2021,1,12,14,611.28,0.74,-999,19.4,2.81,94.41,1.31,122.37
2021,1,12,15,428.67,0.72,-999,19.15,2.69,94.41,1.2,116.73
2021,1,12,16,200.89,0.62,-999,17.77,2.56,94.43,1.12,102.09
2021,1,12,17,3.3,0.07,-999,15.4,2.56,94.46,1.53,90.58
2021,1,12,18,0,-999,-999,13.97,2.5,94.5,1.92,84.15
2021,1,12,19,0,-999,-999,12.69,2.44,94.52,2.24,83.2
2021,1,12,20,0,-999,-999,11.54,2.44,94.53,2.48,85.12
2021,1,12,21,0,-999,0,10.55,2.38,94.5,2.62,87.27
2021,1,12,22,0,-999,0,9.69,2.38,94.45,2.68,89.83
2021,1,12,23,0,-999,0,9.06,2.32,94.39,2.62,91.88
2021,1,13,0,0,-999,0,8.61,2.32,94.36,2.47,93.98
2021,1,13,1,0,-999,0,8.18,2.32,94.34,2.34,96.13
2021,1,13,2,0,-999,0,7.72,2.26,94.33,2.25,98.38
2021,1,13,3,0,-999,0,7.23,2.26,94.34,2.19,102.35
2021,1,13,4,0,-999,0,7,2.26,94.37,1.95,111.33
2021,1,13,5,0,-999,0,6.94,2.26,94.43,1.6,127.65
2021,1,13,6,13.33,0.41,0,6.65,2.26,94.49,1.49,153.84
2021,1,13,7,171.24,0.58,0.2,7.98,2.26,94.54,1.61,184.16
2021,1,13,8,398.73,0.69,1.42,10.27,2.26,94.59,2.19,208.02
2021,1,13,9,623.87,0.77,3.6,14.12,2.26,94.59,1.64,158.71
2021,1,13,10,806.56,0.83,6.05,17.16,2.2,94.52,1.95,122.22
2021,1,13,11,878.75,0.83,7.35,18.51,2.08,94.43,1.57,113.39
2021,1,13,12,803.57,0.76,-999,19.52,1.95,94.31,1.91,103.01
2021,1,13,13,810.62,0.82,6.08,20.15,1.89,94.22,1.99,99.05
2021,1,13,14,614.38,0.74,-999,20.35,1.77,94.19,2.1,93.63
2021,1,13,15,432.28,0.72,-999,19.97,1.71,94.19,2.34,90.57
2021,1,13,16,203.98,0.63,-999,17.76,1.71,94.23,1.83,86.58
2021,1,13,17,3.4,0.07,-999,14.52,1.71,94.28,2.31,82.61
2021,1,13,18,0,-999,-999,13.06,1.71,94.34,2.55,81
2021,1,13,19,0,-999,-999,12.08,1.71,94.37,2.61,81.38
2021,1,13,20,0,-999,-999,11.27,1.71,94.37,2.61,83.13
2021,1,13,21,0,-999,0,10.45,1.71,94.34,2.66,85.45
2021,1,13,22,0,-999,0,9.61,1.65,94.27,2.72,88.03
2021,1,13,23,0,-999,0,8.87,1.65,94.2,2.73,90.49
2021,1,14,0,0,-999,0,8.37,1.65,94.15,2.62,94.62
2021,1,14,1,0,-999,0,7.96,1.65,94.13,2.47,102.41
2021,1,14,2,0,-999,0,7.48,1.65,94.11,2.38,115.47
2021,1,14,3,0,-999,0,6.88,1.65,94.12,2.33,136.63
2021,1,14,4,0,-999,0,5.89,1.71,94.16,2.5,163.32
2021,1,14,5,0,-999,0,4.58,1.71,94.22,2.91,186.63
2021,1,14,6,10.92,0.34,0,3.94,1.71,94.28,3.25,202.19
2021,1,14,7,149.09,0.5,0.17,7.33,1.77,94.34,3.86,213.01
2021,1,14,8,367.73,0.63,1.33,10.07,1.77,94.38,4.33,219.95
2021,1,14,9,600.71,0.74,3.5,13.65,1.89,94.37,3.32,204.76
2021,1,14,10,803.01,0.82,6.12,17.21,1.89,94.31,2.95,177.57
2021,1,14,11,802.55,0.76,-999,19.09,1.89,94.22,2.49,177.49
2021,1,14,12,892.02,0.84,7.88,20.37,1.89,94.12,2.14,177.28
2021,1,14,13,821.3,0.83,6.48,21.23,1.83,94.03,1.94,172.59
2021,1,14,14,617.52,0.74,-999,21.58,1.77,93.99,1.85,163.09
2021,1,14,15,435.93,0.72,-999,21.35,1.71,94,1.92,149.16
2021,1,14,16,207.08,0.63,-999,19.05,1.65,94.03,1.62,130.51
2021,1,14,17,3.5,0.07,-999,16.17,1.65,94.06,2.07,112.2
2021,1,14,18,0,-999,-999,14.41,1.71,94.12,2.5,100.82
2021,1,14,19,0,-999,-999,12.87,1.71,94.17,2.89,94.18
2021,1,14,20,0,-999,0,11.55,1.71,94.19,3.17,92.26
2021,1,14,21,0,-999,0,10.54,1.71,94.18,3.3,93.66
2021,1,14,22,0,-999,0,9.7,1.77,94.14,3.3,98.03
2021,1,14,23,0,-999,0,9.06,1.77,94.1,3.17,106.16
2021,1,15,0,0,-999,0,8.63,1.83,94.08,2.91,119.11
2021,1,15,1,0,-999,0,8.3,1.83,94.07,2.56,139.21
2021,1,15,2,0,-999,0,7.71,1.89,94.08,2.38,165.96
2021,1,15,3,0,-999,0,6.8,1.89,94.11,2.46,192.45
2021,1,15,4,0,-999,0,5.87,1.89,94.17,2.67,208.66
2021,1,15,5,0,-999,0,5.16,1.89,94.22,2.83,214.66
2021,1,15,6,13.22,0.41,0,4.82,1.89,94.29,2.96,214.7
2021,1,15,7,182.02,0.61,0.25,8.08,1.89,94.33,3.1,214.21
2021,1,15,8,437.62,0.76,1.67,11.15,1.89,94.37,3.8,216.14
2021,1,15,9,665.61,0.82,4.05,14.44,1.95,94.36,3.06,204.8
